comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,predicted_umux_label,predicted_umux_dimension,is_prediction_correct,suggested_label,suggested_dimension,audit_reason,audit_note,word_count,matched_general_praise,matched_usefulness,matched_ease,matched_negative_usability,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant,review_text_lower,audit_text,has_general_praise,has_usefulness_keyword,has_ease_keyword,has_negative_usability_pattern,is_suggestion_different
mantaap,mantaap,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,neutral,0.0,4.0,5.0,Asep Mahbub,2026-02-25 04:56:08,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,mantaap,mantaap mantaap,False,False,False,False,False
aplikasi ini sangat mudah di gunakan. terima kasih,aplikasi sangat mudah guna terima kasih,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",8,,guna,"gunakan, mudah",,neutral,0.0,4.0,5.0,Zone Triple777,2026-02-25 04:35:08,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,0.0,moderate,True,aplikasi ini sangat mudah di gunakan. terima kasih,aplikasi ini sangat mudah di gunakan. terima kasih aplikasi sangat mudah guna terima kasih,False,True,True,False,True
sangat memuaskan,sangat muas,0,1,1,Usefulness,1,Usefulness,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.6808,6.04,5.0,Yessi Setiani,2026-02-25 04:25:59,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.152,0.848,high,True,sangat memuaskan,sangat memuaskan sangat muas,False,False,False,False,True
akses nya mudah,akses nya mudah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",3,,,"akses, mudah",,positive,0.4588,5.38,5.0,Mamik Handayani,2026-02-25 04:22:53,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.4,0.6,high,True,akses nya mudah,akses nya mudah akses nya mudah,False,False,True,False,True
pelayanan yang semakin baik,layan makin baik,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",4,baik,"layan, layanan",,,negative,-0.2023,3.39,5.0,Agus Prasetio,2026-02-25 04:11:00,0.0,Tidak relevan dengan pertanyaan manapun,0,0.289,0.526,0.184,moderate,False,pelayanan yang semakin baik,pelayanan yang semakin baik layan makin baik,True,True,False,False,True
kemudahan proses sistem update layanannya terdepan. all akses lebih mudah dengan JMO. untuk pembayaran premi real time. maju terus..dan sukses selalu,mudah proses sistem update layan depan all akses lebih mudah jmo bayar premi real time maju terus sukses selalu,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",21,,"layan, layanan","akses, mudah",,positive,0.5859,5.76,5.0,N_Masitha Ayu Galuh R,2026-02-25 03:38:13,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True,kemudahan proses sistem update layanannya terdepan. all akses lebih mudah dengan jmo. untuk pembayaran premi real time. maju terus..dan sukses selalu,kemudahan proses sistem update layanannya terdepan. all akses lebih mudah dengan jmo. untuk pembayaran premi real time. maju terus..dan sukses selalu mudah proses sistem update layan depan all akses lebih mudah jmo bayar premi real time maju terus sukses selalu,False,True,True,False,True
cukup baik dan memudah kan kita mengawasi dan mengecek JHT kita,cukup baik mudah kan awas ecek jht,0,1,1,Usefulness,2,Ease of Use,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",11,baik,jht,mudah,,positive,0.4588,5.38,5.0,gata suganda,2026-02-25 03:28:44,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,True,cukup baik dan memudah kan kita mengawasi dan mengecek jht kita,cukup baik dan memudah kan kita mengawasi dan mengecek jht kita cukup baik mudah kan awas ecek jht,True,True,True,False,True
kurang efektif,kurang efektif,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.4588,5.38,1.0,UDA NAUFAL Sport,2026-02-25 03:06:55,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.25,0.75,high,False,kurang efektif,kurang efektif kurang efektif,False,False,False,False,False
"mohon dibantu bapak/ibu kalau jmo saya saat ini tidak bisa dibuka, kalau dibuka langsung app jmo saya berhenti..mohon solusinya gimana ya?",mohon bantu bapak ibu kalau jmo tidak bisa buka kalau buka langsung aplikasi jmo henti mohon solusi gimana,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",21,,bantu,"buka, tidak bisa","tidak bisa buka, tidak bisa dibuka",positive,0.765,6.29,5.0,dedy simatupang,2026-02-25 02:42:54,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True,"mohon dibantu bapak/ibu kalau jmo saya saat ini tidak bisa dibuka, kalau dibuka langsung app jmo saya berhenti..mohon solusinya gimana ya?","mohon dibantu bapak/ibu kalau jmo saya saat ini tidak bisa dibuka, kalau dibuka langsung app jmo saya berhenti..mohon solusinya gimana ya? mohon bantu bapak ibu kalau jmo tidak bisa buka kalau buka langsung aplikasi jmo henti mohon solusi gimana",False,True,True,True,True
best,best,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.8074,6.42,5.0,elisabeth ratnawati,2026-02-25 02:42:31,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,best,best best,False,False,False,False,False
Mudah dipahami,mudah paham,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",2,,,mudah,,positive,0.8481,6.54,5.0,Atos_lim 123,2026-02-25 02:41:15,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.179,0.821,high,True,mudah dipahami,mudah dipahami mudah paham,False,False,True,False,True
"praktis dan support dgn hp saya,terimakasih🙏🙏🙏",praktis support dgn hp terimakasih,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",6,,,praktis,,positive,0.5859,5.76,5.0,Dewa putu Purnama,2026-02-25 02:38:50,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,"praktis dan support dgn hp saya,terimakasih🙏🙏🙏","praktis dan support dgn hp saya,terimakasih🙏🙏🙏 praktis support dgn hp terimakasih",False,False,True,False,True
mantaaaaab,mantaaaaab,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.8402,6.52,5.0,victory natalia,2026-02-25 02:23:16,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,mantaaaaab,mantaaaaab mantaaaaab,False,False,False,False,False
mudah dan nyaman dipakai,mudah nyaman pakai,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",4,,,"mudah, pakai",,positive,0.5859,5.76,5.0,Ayu Anggita,2026-02-25 02:21:53,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.208,0.792,high,False,mudah dan nyaman dipakai,mudah dan nyaman dipakai mudah nyaman pakai,False,False,True,False,True
👍👍👍,,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.6808,6.04,5.0,Muhamad Nurhasan,2026-02-25 01:14:52,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.152,0.848,high,False,👍👍👍,👍👍👍 ,False,False,False,False,False
"jmo mempermudah pelayanan ibu rumah tangga seperti saya yg tidak harus keluar rumah,,,,",jmo mudah layan ibu rumah tangga yg tidak keluar rumah,0,1,1,Usefulness,1,Usefulness,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",13,,"layan, layanan",mudah,,positive,0.5267,5.58,5.0,Ida Winara,2026-02-25 00:25:33,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True,"jmo mempermudah pelayanan ibu rumah tangga seperti saya yg tidak harus keluar rumah,,,,","jmo mempermudah pelayanan ibu rumah tangga seperti saya yg tidak harus keluar rumah,,,, jmo mudah layan ibu rumah tangga yg tidak keluar rumah",False,True,True,False,True
cepat responsif,cepat responsif,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,neutral,0.0,4.0,5.0,Dayat Bule,2026-02-25 00:07:20,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,cepat responsif,cepat responsif cepat responsif,False,False,False,False,False
👍,,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,negative,-0.296,3.11,5.0,agoem fivers,2026-02-24 22:54:57,0.0,Tidak relevan dengan pertanyaan manapun,0,0.423,0.577,0.0,moderate,False,👍,👍 ,False,False,False,False,False
semoga bermanfaat dan amanah,moga manfaat amanah,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",4,,"bermanfaat, manfaat",,,neutral,0.0,4.0,5.0,Kotres Khan,2026-02-24 16:02:16,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,semoga bermanfaat dan amanah,semoga bermanfaat dan amanah moga manfaat amanah,False,True,False,False,True
sangat cocok untuk di gunakan,sangat cocok guna,1,0,2,Ease of Use,1,Usefulness,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",5,ok,guna,gunakan,,positive,0.4215,5.26,5.0,Firman Samate,2026-02-24 16:00:01,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True,sangat cocok untuk di gunakan,sangat cocok untuk di gunakan sangat cocok guna,True,True,True,False,True
Makin gajelas,makin gajelas,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",2,,,jelas,,positive,0.5859,5.76,5.0,Ari Septianto,2026-02-24 15:51:22,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.441,0.559,high,False,makin gajelas,makin gajelas makin gajelas,False,False,True,False,True
fitur belanja tidak dapat digunakan,fitur belanja tidak guna,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",5,,"fitur, guna",gunakan,,positive,0.6808,6.04,1.0,Jeremia Samosir,2026-02-24 13:14:56,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.152,0.848,high,True,fitur belanja tidak dapat digunakan,fitur belanja tidak dapat digunakan fitur belanja tidak guna,False,True,True,False,True
matap,matap,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,negative,-0.2023,3.39,5.0,Koko Koko,2026-02-24 12:57:00,0.0,Tidak relevan dengan pertanyaan manapun,0,0.19,0.69,0.121,moderate,False,matap,matap matap,False,False,False,False,False
baik sekali pelayanan nya,baik sekali layan nya,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",4,baik,"layan, layanan",,,negative,-0.2023,3.39,5.0,Iqbal pam,2026-02-24 11:47:20,0.0,Tidak relevan dengan pertanyaan manapun,0,0.478,0.217,0.304,moderate,True,baik sekali pelayanan nya,baik sekali pelayanan nya baik sekali layan nya,True,True,False,False,True
jmo adalah aplikasi yang sangat simpel dan bagus,jmo aplikasi sangat simpel bagus,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",8,bagus,,simpel,,neutral,0.0,4.0,5.0,SERBA BISA SB,2026-02-24 11:10:43,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,jmo adalah aplikasi yang sangat simpel dan bagus,jmo adalah aplikasi yang sangat simpel dan bagus jmo aplikasi sangat simpel bagus,True,False,True,False,True
seringerrot,seringerrot,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.5267,5.58,5.0,Amanullah Nullah,2026-02-24 10:51:07,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,seringerrot,seringerrot seringerrot,False,False,False,False,False
bagus mempermudah kita melihat,bagus mudah lihat,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",4,bagus,,mudah,,positive,0.7184,6.16,5.0,kalalo michael,2026-02-24 10:33:15,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.333,0.667,high,False,bagus mempermudah kita melihat,bagus mempermudah kita melihat bagus mudah lihat,True,False,True,False,True
mempermudah peserta untuk mengecek dll terima kasih jmo,mudah ecek terima kasih jmo,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",8,,peserta,mudah,,positive,0.5859,5.76,5.0,ika ijmcitoh,2026-02-24 10:29:41,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False,mempermudah peserta untuk mengecek dll terima kasih jmo,mempermudah peserta untuk mengecek dll terima kasih jmo mudah ecek terima kasih jmo,False,True,True,False,True
Good. Must be better from before. Untuk pelayanan harus lebih baik lagi dari sebelumnya. Serta aplikasi jangan suka error mulu. Semoga selalu amanah dan selalu dipercaya.,good must be better from before layan lebih baik belum aplikasi jangan suka error mulu moga selalu amanah selalu percaya,0,1,1,Usefulness,2,Ease of Use,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",26,"baik, good","layan, layanan",error,,positive,0.6249,5.87,5.0,Puspito Nugroho,2026-02-24 10:13:58,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.164,0.836,high,True,good. must be better from before. untuk pelayanan harus lebih baik lagi dari sebelumnya. serta aplikasi jangan suka error mulu. semoga selalu amanah dan selalu dipercaya.,good. must be better from before. untuk pelayanan harus lebih baik lagi dari sebelumnya. serta aplikasi jangan suka error mulu. semoga selalu amanah dan selalu dipercaya. good must be better from before layan lebih baik belum aplikasi jangan suka error mulu moga selalu amanah selalu percaya,True,True,True,False,True
"ini ko di hp saya saat verifikasi biometrik klaim JHT,selalu ada bacaan aplikasi telah berhenti kenapa ya tolong di perbaiki dong saya cape harus bolak balik ke kantor BPJS",ko hp verifikasi biometrik klaim jht selalu baca aplikasi henti baik dong cape bolak balik kantor bpjs,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",29,baik,"bpjs, jht, klaim",verifikasi,,positive,0.7717,6.32,1.0,Rivaldi Andries12,2026-02-24 10:10:04,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.13,0.87,high,True,"ini ko di hp saya saat verifikasi biometrik klaim jht,selalu ada bacaan aplikasi telah berhenti kenapa ya tolong di perbaiki dong saya cape harus bolak balik ke kantor bpjs","ini ko di hp saya saat verifikasi biometrik klaim jht,selalu ada bacaan aplikasi telah berhenti kenapa ya tolong di perbaiki dong saya cape harus bolak balik ke kantor bpjs ko hp verifikasi biometrik klaim jht selalu baca aplikasi henti baik dong cape bolak balik kantor bpjs",True,True,True,False,True
mempermudah dalam pengecekan saldo,mudah kece saldo,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",4,,saldo,mudah,,neutral,0.0,4.0,5.0,Anggy Afriati,2026-02-24 09:43:57,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,1.0,0.0,moderate,True,mempermudah dalam pengecekan saldo,mempermudah dalam pengecekan saldo mudah kece saldo,False,True,True,False,True
terimakasih,terimakasih,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.8885,6.67,5.0,zulfikar Matondang,2026-02-24 09:42:30,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.303,0.697,high,False,terimakasih,terimakasih terimakasih,False,False,False,False,False
mantpppp,mantpppp,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.4588,5.38,5.0,Toneke Rolan,2026-02-24 09:42:16,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,mantpppp,mantpppp mantpppp,False,False,False,False,False
urusan mulus,urus mulus,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.1027,4.31,5.0,MUH ASRI,2026-02-24 08:24:19,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.682,0.318,moderate,False,urusan mulus,urusan mulus urus mulus,False,False,False,False,False
pengkinian datanya harus ke kantor cabang lagi..,kini data kantor cabang,1,1,3,Usefulness + Ease of Use,3,Usefulness + Ease of Use,True,1,Usefulness,label_3_only_usefulness_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan usefulness saja.",7,,data,,,positive,0.5574,5.67,1.0,Sinardi,2026-02-24 08:10:56,0.0,Relevan dengan P1 dan P3,3,0.0,0.455,0.545,high,True,pengkinian datanya harus ke kantor cabang lagi..,pengkinian datanya harus ke kantor cabang lagi.. kini data kantor cabang,False,True,False,False,True
