audit_id,priority_rank,priority_name,priority_note,manual_check_status,manual_final_label,manual_final_dimension,manual_decision,manual_note,comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,suggested_label,suggested_dimension,label_change_direction,predicted_umux_label,predicted_umux_dimension,is_prediction_correct,audit_reason,audit_note,word_count,matched_general_praise,matched_usefulness,matched_ease,matched_negative_usability,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant,review_text_lower,audit_text,has_general_praise,has_usefulness_keyword,has_ease_keyword,has_negative_usability_pattern,is_suggestion_different
2098,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,positive,0.5574,5.67,5,Mamank Morrera202,2026-03-24 03:40:17,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,False,bagus,bagus bagus,True,False,False,False,True
2099,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,Sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,neutral,0.0,4.0,5,Bagus Kriswanto,2026-03-24 03:39:59,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False,sangat baik,sangat baik sangat baik,True,False,False,False,True
2100,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,positive,0.296,4.89,5,Ali Muron badrudin,2026-03-24 03:26:16,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.141,0.577,0.282,moderate,False,good,good good,True,False,False,False,True
2101,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,ini kenapa saya buka gak bisa.. malah selalu kembali.. keterangan; Kembali ke aplikasi/Tutup aplikasi.. tolong dong solusinya. Terimakasih,buka tidak bisa malah selalu terang aplikasi tutup aplikasi dong solusi terimakasih,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",18,,,"buka, gak bisa, tidak bisa",,negative,-0.4404,2.68,5,Solih Hudin,2026-03-24 03:09:46,0,Tidak relevan dengan pertanyaan manapun,0,0.493,0.299,0.209,low,False,ini kenapa saya buka gak bisa.. malah selalu kembali.. keterangan; kembali ke aplikasi/tutup aplikasi.. tolong dong solusinya. terimakasih,ini kenapa saya buka gak bisa.. malah selalu kembali.. keterangan; kembali ke aplikasi/tutup aplikasi.. tolong dong solusinya. terimakasih buka tidak bisa malah selalu terang aplikasi tutup aplikasi dong solusi terimakasih,False,False,True,False,True
2102,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,oke,oke,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,"ok, oke",,,,positive,0.4404,5.32,5,Akri,2026-03-24 03:00:21,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,oke,oke oke,True,False,False,False,True
2104,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,positive,0.7184,6.16,5,saidmuhajirin,2026-03-24 02:43:30,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.125,0.875,high,False,good,good good,True,False,False,False,True
2105,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,positive,0.5267,5.58,5,Pepen Ruspendi,2026-03-24 02:39:40,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,sangat baik,sangat baik sangat baik,True,False,False,False,True
2107,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,bagus untukmu,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,neutral,0.0,4.0,5,Ageng trisna Raharja,2026-03-24 02:20:22,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False,bagus untukmu,bagus untukmu bagus,True,False,False,False,True
2108,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,baik,baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,baik,,,,positive,0.2023,4.61,4,Marco Narande,2026-03-24 01:42:45,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.271,0.339,0.39,moderate,False,baik,baik baik,True,False,False,False,True
2109,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,positive,0.7096,6.13,5,Ridwan G,2026-03-24 00:18:34,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.165,0.301,0.534,high,False,good,good good,True,False,False,False,True
2110,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,positive,0.4215,5.26,5,Sahara Sukunwatan,2026-03-24 00:00:34,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.263,0.737,high,False,sangat baik,sangat baik sangat baik,True,False,False,False,True
2111,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,bagus untuk aplikasinya lancar gak seperti aplikasi lain banyak iklan,bagus aplikasi lancar tidak aplikasi banyak iklan,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",10,bagus,,,,neutral,0.0,4.0,5,Rahmat Dali,2026-03-23 23:46:05,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False,bagus untuk aplikasinya lancar gak seperti aplikasi lain banyak iklan,bagus untuk aplikasinya lancar gak seperti aplikasi lain banyak iklan bagus aplikasi lancar tidak aplikasi banyak iklan,True,False,False,False,True
2112,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,oke banget,oke banget,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,"ok, oke",,,,positive,0.7184,6.16,5,ALI AHMAD,2026-03-23 23:41:43,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.143,0.857,high,False,oke banget,oke banget oke banget,True,False,False,False,True
2113,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,matap,matap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,neutral,0.0,4.0,5,Adijuliadi Jeek,2026-03-23 23:26:07,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False,matap,matap matap,False,False,False,False,True
2116,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,negative,-0.1531,3.54,5,Wahyu Jr Wahyu Jr,2026-03-23 18:37:28,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.372,0.319,0.309,moderate,False,bagus,bagus bagus,True,False,False,False,True
2117,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,neutral,0.0,4.0,5,Zainal Abidin,2026-03-23 17:44:25,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False,good,good good,True,False,False,False,True
2118,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,ga bisa login ke akun. padahal udh update,tidak bisa login akun padahal udh update,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",8,,,"ga bisa, login, tidak bisa",tidak bisa login,positive,0.4404,5.32,1,Aris Rudianto,2026-03-23 16:31:12,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,ga bisa login ke akun. padahal udh update,ga bisa login ke akun. padahal udh update tidak bisa login akun padahal udh update,False,False,True,True,True
2120,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,positive,0.5267,5.58,5,Feri Firmanto,2026-03-23 16:22:21,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,good,good good,True,False,False,False,True
2121,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,neutral,0.0,4.0,5,Fhirgho Baterek,2026-03-23 15:46:04,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False,mantap,mantap mantap,True,False,False,False,True
2122,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,positive,0.5574,5.67,3,siti luh96,2026-03-23 15:33:30,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.357,0.643,high,False,bagus,bagus bagus,True,False,False,False,True
2124,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,Terima kasih..🙏🙏🙏,terima kasih,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,negative,-0.2023,3.39,5,Ouny Kalengkongan,2026-03-23 15:01:51,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.478,0.217,0.304,moderate,False,terima kasih..🙏🙏🙏,terima kasih..🙏🙏🙏 terima kasih,False,False,False,False,True
2126,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,mantapz,mantapz,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,positive,0.5267,5.58,5,Dimyati doank,2026-03-23 12:44:19,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,mantapz,mantapz mantapz,True,False,False,False,True
2127,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,mantab,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,positive,0.2263,4.68,5,Anju ahmd sptra,2026-03-23 12:02:25,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.674,0.326,moderate,False,mantab,mantab mantap,True,False,False,False,True
2128,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,negative,-0.1779,3.47,4,Aziza Nurmifta,2026-03-23 12:00:27,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.232,0.557,0.211,moderate,False,bagus,bagus bagus,True,False,False,False,True
2130,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,positive,0.5719,5.72,5,Aldi Basri,2026-03-23 11:01:13,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.213,0.787,high,False,sangat bagus,sangat bagus sangat bagus,True,False,False,False,True
2131,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,puas banget,puas banget,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,puas,,,,positive,0.5859,5.76,5,deditagantar Ded,2026-03-23 10:54:14,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.513,0.487,high,True,puas banget,puas banget puas banget,True,False,False,False,True
2132,5,P5 - Label 3 dimension check,Label gabungan perlu dicek apakah benar mengandung usefulness dan ease of use sekaligus.,,,,,,sangat memuaskan krn mempermudah claim,sangat muas krn mudah claim,1,1,3,Usefulness + Ease of Use,2,Ease of Use,3 -> 2,3,Usefulness + Ease of Use,True,label_3_only_ease_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan ease of use saja.",5,,,mudah,,positive,0.4404,5.32,5,joko rustianto,2026-03-23 08:46:55,0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True,sangat memuaskan krn mempermudah claim,sangat memuaskan krn mempermudah claim sangat muas krn mudah claim,False,False,True,False,True
2133,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,positive,0.5267,5.58,5,Khuzai niyah,2026-03-23 08:24:13,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.37,0.63,high,False,good,good good,True,False,False,False,True
2134,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,bagus tingkatkan trus,bagus tingkat trus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",3,bagus,,,,positive,0.5267,5.58,5,Misna Sadiqin,2026-03-23 07:17:23,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True,bagus tingkatkan trus,bagus tingkatkan trus bagus tingkat trus,True,False,False,False,True
2135,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,positive,0.8126,6.44,5,Mun driyah,2026-03-23 05:01:25,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.213,0.787,high,False,bagus,bagus bagus,True,False,False,False,True
2137,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,top,top,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,top,,,,positive,0.4215,5.26,5,Suardivivo19,2026-03-23 03:17:49,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,top,top top,True,False,False,False,True
